,country,page,revid,prediction,Name,Population
43108,Hondura,Wenceslao Lara Orellana,789599336,Stub,,
43109,Hondura,Maria Aracely Leiva,789599343,Stub,,
43110,Hondura,Fredy Renán Nájera,789599348,Stub,,
43111,Hondura,Waldina Paz,789599355,Stub,,
43112,Hondura,Jesús Dagoberto Perdomo,789599360,Stub,,
43113,Hondura,Modesto Rodas Alvarado,789599369,Stub,,
43114,Hondura,Erick Mauricio Rodríguez,789599374,Stub,,
43115,Hondura,Víctor Rolando Sabillón,789599381,Stub,,
43116,Hondura,Dennis Antonio Sánchez,789599388,Stub,,
43117,Hondura,Elman Joel Sandoval,789599393,Stub,,
43118,Hondura,Mario Edgardo Segura,789599398,Stub,,
43119,Hondura,Perla Simons,789599401,Stub,,
43120,Hondura,Felipe Zúniga del Cid,789599406,Stub,,
43121,Hondura,Juan Francisco Argeñal,789599415,Stub,,
43122,Hondura,Nasry Asfura,789599418,Stub,,
43123,Hondura,Yaudet Burbara,789599427,Stub,,
43124,Hondura,Oscar Orlando Burgos,789599429,Stub,,
43125,Hondura,Wilfredo Bustillo Castellanos,789599434,Stub,,
43126,Hondura,Victoria Carrasco,789599444,Stub,,
43127,Hondura,Gladys Bernarda Casco,789599449,Stub,,
43128,Hondura,Rigoberto Chang Castillo,789599455,Stub,,
43129,Hondura,María Teresa Chávez,789599463,Stub,,
43130,Hondura,Alberto Chedrani,789599476,Stub,,
43131,Hondura,Celín Discua,789599485,Stub,,
43132,Hondura,Martha Concepción Figueroa,789599488,Stub,,
43133,Hondura,Brenda Mercedes Flores,789599496,Stub,,
43134,Hondura,Julio César Gámez Interiano,789599506,Stub,,
43135,Hondura,Roberto Gámez Panchamé,789599509,Stub,,
43136,Hondura,Miguel Ángel Gámez,789599513,Stub,,
43137,Hondura,Lorena Enriqueta Herrera,789599522,Stub,,
43138,Hondura,Rodolfo Irias Navas,789599528,Stub,,
43139,Hondura,Abraham Kafati Díaz,789599532,Stub,,
43140,Hondura,Juan Fernando Lobo,789599542,Stub,,
43141,Hondura,Miguel Edgardo Martínez,789599547,Stub,,
43142,Hondura,Eliseo Noel Mejía,789599561,Stub,,
43143,Hondura,Oscar Ramón Nájera,789599562,Stub,,
43144,Hondura,Claudio Roberto Perdomo,789599568,Stub,,
43145,Hondura,Mario Alonso Pérez López,789599570,Stub,,
43146,Hondura,Milton Jesús Puerto,789599575,Stub,,
43147,Hondura,Oswaldo Ramos Soto,789599581,Stub,,
43148,Hondura,Donaldo Ernesto Reyes,789599586,Stub,,
43149,Hondura,Antonio Rivera Callejas,789599589,Stub,,
43150,Hondura,José Juan Rivera Ramos,789599594,Stub,,
43151,Hondura,Salvador Valeriano Pineda,789599607,Stub,,
43152,Hondura,Welsy Vásquez,789599609,Stub,,
43153,Hondura,José Rodolfo Zelaya,789599615,Stub,,
43154,Hondura,Yessenia Coely Zelaya,789599618,Stub,,
43155,Hondura,Adela Elizabeth Zúñiga,789599620,Stub,,
43156,Hondura,Ramón Villeda Bermúdez,789600726,Stub,,
43157,Hondura,Jorge Aguilar Paredes,789600760,Stub,,
43158,Hondura,Andrés Pavón,789600953,Stub,,
43159,Hondura,Marvin Ponce,789600975,Stub,,
43160,Hondura,Jorge Elvir,789601015,Stub,,
43161,Hondura,Rodolfo Padilla Sunseri,789601536,Stub,,
43162,Hondura,Mireya Agüero,790412309,Start,,
43163,Hondura,María Dolores Agüero,790412332,Start,,
43164,Hondura,Rosa Elena Bonilla,791906998,Stub,,
43165,Hondura,Xiomara Castro,791907048,C,,
43166,Hondura,Eduardo Gauggel Medina,792070727,Stub,,
43167,Hondura,Carlos Escaleras,793178396,Start,,
43168,Hondura,Carlos Gabriel Kattán,793179072,Stub,,
43169,Hondura,Carlos Ramón Aguilar Guifarro,793183704,Stub,,
43170,Hondura,José Alfredo Saavedra,794482135,Stub,,
43171,Hondura,César Ham,795765167,Stub,,
43172,Hondura,Mario Fernando Hernández,796180350,Start,,
43173,Hondura,Eduardo Gauggel Rivas,796291215,Stub,,
43174,Hondura,Bernard Martínez Valerio,796597000,Start,,
43175,Hondura,Felicito Ávila,796635107,Stub,,
43176,Hondura,Patricia Rodas,796709335,Start,,
43177,Hondura,Carlos Humberto Reyes,797385790,Start,,
43178,Hondura,Carlos López Contreras,797499354,Stub,,
43179,Hondura,Sadia Argueta,797677168,Stub,,
43180,Hondura,Margarita Dabdoub Sikaffi,797684912,Start,,
43181,Hondura,José Tomás Ponce,798394355,Stub,,
43182,Hondura,Mary Elizabeth Flores,798401950,Start,,
43183,Hondura,José Cecilio del Valle,798460200,C,,
43184,Hondura,David Romero Ellner,799220342,Start,,
43185,Hondura,Norma Haydee Calderón,799300330,Stub,,
43186,Hondura,Olman Danery Maldonado,799341541,Stub,,
43187,Hondura,Silvia Ayala,800166969,Stub,,
43188,Hondura,Ricardo Álvarez Arias,800643446,Stub,,
43189,Hondura,Efraín Bu Girón,801194944,Stub,,
43190,Hondura,Walter Antonio Chávez,801414837,Stub,,
43191,Hondura,Elvia Josefina Amador,801499755,Stub,,
43192,Hondura,Marlon Tábora Muñoz,802009929,C,,
43193,Hondura,Marco Aurelio Soto,802955117,Start,,
43194,Hondura,Arnoldo José Avilés García,803808871,Stub,,
43195,Hondura,Coronado Chávez,803835401,Stub,,
43196,Hondura,Florencio Xatruch,803835755,Start,,
43197,Hondura,Ramón Villeda Morales,803836305,Start,,
43198,Hondura,Roberto Suazo Córdova,803836472,Stub,,
43199,Hondura,Rafael Leonardo Callejas Romero,803836551,C,,
43200,Hondura,Vicente Mejía Colindres,804127803,Stub,,
43201,Hondura,Miguel Paz Barahona,804127877,Stub,,
43202,Hondura,Rafael López Gutiérrez,804128734,Stub,,
43203,Hondura,Francisco Bertrand,804129698,Stub,,
43204,Hondura,Miguel R. Dávila,804130200,Stub,,
43205,Hondura,Manuel Bonilla,804130440,Stub,,
43206,Hondura,Terencio Sierra,804131272,Stub,,
43207,Hondura,Policarpo Bonilla,804131604,Start,,
43208,Hondura,Ponciano Leiva,804131948,Stub,,
43209,Hondura,José María Medina,804133123,Start,,
43210,Hondura,José Santos Guardiola,804133555,Start,,
43211,Hondura,José Lino Matute,804138803,Stub,,
43212,Hondura,José Santiago Bueso,804139010,Stub,,
43213,Hondura,Francisco de Aguilar (politician),804139208,Stub,,
43214,Hondura,José Francisco Montes,804139258,Stub,,
43215,Hondura,Victoriano Castellanos,804139730,Start,,
43216,Hondura,Francisco Inestroza,804139800,Stub,,
43217,Hondura,Francisco Cruz Castro,804139868,Stub,,
43218,Hondura,Marcelino Mejía,804140099,Stub,,
43219,Hondura,Crescencio Gómez,804140159,Stub,,
43220,Hondura,Miguel Oquelí Bustillo,804140314,Stub,,
43221,Hondura,Francisco Bueso,804140447,Stub,,
43222,Hondura,Gabriela Nuñez,804587565,Start,,
43223,Hondura,Augusto Coello,805055004,Stub,,
43224,Hondura,George Romeo Silvestri,805248828,Stub,,
43225,Hondura,Salvador Nasralla,805625721,Start,,
43226,Hondura,Edmundo Orellana,805984131,Stub,,
43227,Hondura,Rafael Pineda Ponce,806178799,C,,
43228,Hondura,Selvin Laínez,806796619,Stub,,
43229,Hondura,Ana Julia García,806875293,Stub,,
43230,Hondura,Francisco Ferrera,806948506,Stub,,
43231,Hondura,Juan Ángel Arias Boquín,807445333,Start,,
43232,Hondura,Francisco Zelaya y Ayes,807445395,Stub,,
44036,Incan,Vicente Flores,706771757,Stub,,
44037,Incan,María Sumire,783850857,Start,,
44038,Incan,Túpac Amaru,801587917,C,,
44039,Incan,Pachacuti,803601556,C,,
44040,Incan,Túpac Katari,804527512,C,,
44041,Incan,Hilaria Supa,805475200,C,,
44042,Incan,Túpac Amaru II,806761543,C,,
44327,Chechen,Khozh-Ahmed Noukhayev,707217873,C,,
44328,Chechen,Alibek Delimkhanov,762868684,Stub,,
44329,Chechen,Beibulat Taimiev,765616552,Start,,
44330,Chechen,Isa Gendergenoevsky,772274868,Stub,,
44331,Chechen,Ibragim Khultygov,782430810,Stub,,
44332,Chechen,Movladi Udugov,783907075,C,,
44333,Chechen,Doku Zavgayev,784167327,Start,,
44334,Chechen,Head of the Chechen Republic,786231010,Start,,
44335,Chechen,Mairbek Sheripov,787163671,Stub,,
44336,Chechen,Alu Alkhanov,789327678,C,,
44337,Chechen,Adam Delimkhanov,789328171,Start,,
44338,Chechen,Aslambek Aslakhanov,789949907,Stub,,
44339,Chechen,Ruslan Khasbulatov,791803238,Start,,
44340,Chechen,Sergey Abramov (politician),794171049,Stub,,
44341,Chechen,Malik Saidullaev,794893770,Start,,
44342,Chechen,Akhmed Zakayev,797214106,B,,
44343,Chechen,Sheikh Mansur,797258871,Start,,
44344,Chechen,Ali Mitayev,798580067,Start,,
44345,Chechen,Turpal-Ali Atgeriyev,801036587,Start,,
44346,Chechen,Akhmad Kadyrov,802665757,C,,
44347,Chechen,Dzhokhar Dudayev,802950350,C,,
44348,Chechen,Ilyas Akhmadov,803177211,Start,,
44349,Chechen,Ruslan Gelayev,803469952,B,,
44350,Chechen,President of Ichkeria,804275742,Start,,
44351,Chechen,Said-Khasanom Abumuslimov,804276832,Stub,,
44352,Chechen,Vakha Arsanov,804276940,C,,
44353,Chechen,Shamil Basayev,804277603,B,,
44354,Chechen,Supyan Abdullayev,804277842,Start,,
44355,Chechen,Zelimkhan Yandarbiyev,804279009,C,,
44356,Chechen,Aslan Maskhadov,804279119,C,,
44357,Chechen,Abdul-Halim Sadulayev,804279165,C,,
44358,Chechen,Dokka Umarov,804279341,B,,
44359,Chechen,Tapa Tchermoeff,804557776,Start,,
44360,Chechen,Umar Dzhabrailov,805794113,C,,
44361,Chechen,Ramzan Kadyrov,805869321,FA,,
44362,Chechen,Idris Gaibov,807180397,Stub,,
44363,Chechen,Ruslan Alikhadzhiyev,807354708,Start,,
44364,Chechen,Ruslan Yamadayev,807454176,B,,
44592,Jersey,Terry Le Main,708727189,Start,,
44593,Jersey,Paul Routier,708727221,Start,,
44594,Jersey,Mike Vibert,708766654,Start,,
44595,Jersey,Sean Power (Jersey),710334019,Stub,,
44596,Jersey,Leonard Norman,710503170,Start,,
44597,Jersey,Ben Shenton,717911161,Start,,
44598,Jersey,Robert Le Masurier,720430005,Stub,,
44599,Jersey,Kevin C. Lewis,722988899,Stub,,
44600,Jersey,Rob Duhamel,724891592,Stub,,
44601,Jersey,Patrick J. D. Ryan,725737326,Stub,,
44602,Jersey,Philippe de Carteret II,737014330,Start,,
44603,Jersey,Connétable (Jersey and Guernsey),740998059,Start,,
44604,Jersey,Alan J. H. Maclean,742413962,Stub,,
44605,Jersey,Michel Couriard,745348113,Start,,
44606,Jersey,Guy de Faye,754330569,Start,,
44607,Jersey,Vernon Tomes,766480006,Start,,
44608,Jersey,Philip Bailhache,773230341,C,,
44609,Jersey,Jean Poingdestre,773316732,Start,,
44610,Jersey,Peter Hanning,774568909,Start,,
44611,Jersey,Dean of Jersey,784051930,Start,,
44612,Jersey,"Alexander Coutanche, Baron Coutanche",784462137,C,,
44613,Jersey,Terry Le Sueur,784849252,Stub,,
44614,Jersey,Don Filleul,786175308,Stub,,
44615,Jersey,Augustus Asplet Le Gros,787012860,Start,,
44616,Jersey,Philippe Langlois,787046159,Stub,,
44617,Jersey,Sarah Craig Ferguson,787955357,Start,,
44618,Jersey,Wendy Kinnard,787955613,Stub,,
44619,Jersey,Iris Le Feuvre,787956265,Start,,
44620,Jersey,Judy Martin (politician),787956300,Stub,,
44621,Jersey,Kristina Moore,787956364,Start,,
44622,Jersey,Susan Pinel,787956392,Stub,,
44623,Jersey,Shona Pitman,787956492,Stub,,
44624,Jersey,Anne Pryke,787956513,Stub,,
44625,Jersey,Corrie Stein,787956597,Stub,,
44626,Jersey,Tracey Vallois,787957954,Stub,,
44627,Jersey,"Sir Philip Carteret, 1st Baronet",789753704,Stub,,
44628,Jersey,"Sir Philip Carteret, 2nd Baronet",789753711,Stub,,
44629,Jersey,"Henry Carteret, 1st Baron Carteret",790484914,C,,
44630,Jersey,Frank Walker (Jersey politician),792567273,Start,,
44631,Jersey,Carolyn Labey,793221391,Stub,,
44632,Jersey,Cecil Stanley Harrison,793405839,Stub,,
44633,Jersey,List of Bailiffs of Jersey,795069319,Start,,
44634,Jersey,John Le Couteur,795676915,C,,
44635,Jersey,Jim Perchard,796095584,Start,,
44636,Jersey,Bryan Ian Le Marquand,796170389,Start,,
44637,Jersey,Andrew Green (Jersey politician),797693636,Stub,,
44638,Jersey,Geraint Jennings,797746493,Start,,
44639,Jersey,Ian Gorst,798244483,Start,,
44640,Jersey,George Carteret,799514955,C,,
44641,Jersey,Stuart Syvret,800714278,GA,,
44642,Jersey,Edward Trevor (Jersey),801172575,Start,,
44643,Jersey,Philip Ozouf Jr,801284949,C,,
44644,Jersey,Peter Crill,802532217,C,,
44645,Jersey,"John Carteret, 2nd Earl Granville",802912550,C,,
44646,Jersey,Darius J. Pearce,803416400,C,,
44647,Jersey,Alan Simon Crowcroft,804372746,Start,,
44648,Jersey,William Bailhache,805135198,Stub,,
44649,Jersey,Michael Birt (barrister),805136001,Start,,
44650,Jersey,Frank Ereaut,805136113,Start,,
44651,Jersey,Robert Pipon Marett,805136184,Start,,
44652,Jersey,Freddie Cohen,805499715,C,,
45320,Guernsey,Mike Torode,710546915,Stub,,
45321,Guernsey,Laurie Morgan,719122168,Stub,,
45322,Guernsey,Peter Harwood,722295712,Stub,,
45323,Guernsey,Martin Storey (politician),722806951,Stub,,
45324,Guernsey,William Carey (Bailiff of Guernsey),725970969,Stub,,
45325,Guernsey,David Jones (Guernsey politician),729428763,Stub,,
45326,Guernsey,Lyndon Trott,742737553,Stub,,
45327,Guernsey,Jonathan Le Tocq,742872067,Start,,
45328,Guernsey,Graham Dorey,742872751,Stub,,
45329,Guernsey,De Vic Carey,748457839,Start,,
45330,Guernsey,Bailiff of Guernsey,762910285,GA,,
45331,Guernsey,Ambrose Sherwill,768625520,C,,
45332,Guernsey,Geoffrey Rowland,784691815,Start,,
45333,Guernsey,List of Bailiffs of Guernsey,784770354,Start,,
45334,Guernsey,Diane Lewis (Guernsey legislator),787954113,Stub,,
45335,Guernsey,Wendy Morgan (politician),787954138,Stub,,
45336,Guernsey,Peter de Havilland,788446515,C,,
45337,Guernsey,Gavin St Pier,789938377,Stub,,
45338,Guernsey,Francis Weston,791169532,C,,
45339,Guernsey,Richard Collas,792424069,Start,,
45340,Guernsey,Victor Carey,793355768,C,,
45341,Guernsey,Daniel de Lisle Brock,798315235,C,,
45342,Guernsey,Richard Weston (treasurer),802409654,C,,
45343,Guernsey,Havilland de Sausmarez,804532628,Start,,
45344,Guernsey,Edmund Andros,805755298,B,,
45800,Saint Vincent and the Grenadines,Joseph Lambert Eustace,716335437,Start,,
45801,Saint Vincent and the Grenadines,Duvalle,725462724,Start,,
45802,Saint Vincent and the Grenadines,Charles Antrobus,739296460,Stub,,
45803,Saint Vincent and the Grenadines,David Emmanuel Jack,745928420,Stub,,
45804,Saint Vincent and the Grenadines,Sydney Gun-Munro,762906552,Stub,,
45805,Saint Vincent and the Grenadines,Frederick Ballantyne,770827509,C,,
45806,Saint Vincent and the Grenadines,Terrance Ollivierre,770829069,Start,,
45807,Saint Vincent and the Grenadines,Milton Cato,771015590,Start,,
45808,Saint Vincent and the Grenadines,Henry Harvey Williams,784724223,Start,,
45809,Saint Vincent and the Grenadines,Monica Dacon,784784479,Stub,,
45810,Saint Vincent and the Grenadines,Camillo Gonsalves,787976333,Start,,
45811,Saint Vincent and the Grenadines,Alphonso Theodore Roberts,788672768,Start,,
45812,Saint Vincent and the Grenadines,Arnhim Eustace,789761357,C,,
45813,Saint Vincent and the Grenadines,Joseph Chatoyer,795283194,Start,,
45814,Saint Vincent and the Grenadines,Louis Straker,795343481,Start,,
45815,Saint Vincent and the Grenadines,List of Prime Ministers of Saint Vincent and the Grenadines,797760926,Start,,
45816,Saint Vincent and the Grenadines,Ebenezer Joshua,798864996,Start,,
45817,Saint Vincent and the Grenadines,James Fitz-Allen Mitchell,800257111,Start,,
45818,Saint Vincent and the Grenadines,Inga Rhonda King,800881284,Start,,
45819,Saint Vincent and the Grenadines,Governor-General of Saint Vincent and the Grenadines,801288101,Start,,
45820,Saint Vincent and the Grenadines,Ralph Gonsalves,804164057,C,,
45821,South Ossetian,Stanislav Kochiev,717215546,Start,,
45822,South Ossetian,Valeriy Hubulov,717241760,Start,,
45823,South Ossetian,Rostislav Khugayev,721687759,Start,,
45824,South Ossetian,Boris Chochiev,748071193,Stub,,
45825,South Ossetian,Yury Morozov,749962491,Start,,
45826,South Ossetian,Aleksandr Shavlokhov,760473086,Stub,,
45827,South Ossetian,Merab Chigoev,760473130,Stub,,
45828,South Ossetian,Gerasim Khugayev,760473192,Start,,
45829,South Ossetian,Igor Sanakoyev,760473237,Stub,,
45830,South Ossetian,Zurab Kokoyev,760473273,Stub,,
45831,South Ossetian,Lyudvig Chibirov,766130279,Stub,,
45832,South Ossetian,Aslanbek Bulatsev,789950396,Start,,
45833,South Ossetian,President of South Ossetia,795669553,Start,,
45834,South Ossetian,Prime Minister of South Ossetia,797825875,Start,,
45835,South Ossetian,Leonid Tibilov,799335775,Start,,
45836,South Ossetian,Eduard Kokoity,801087048,C,,
45837,South Ossetian,Dmitry Sanakoyev,801560549,Start,,
45838,South Ossetian,Vadim Brovtsev,802882186,GA,,
45839,Cook Island,Tou Travel Ariki,717545630,Stub,,
45840,Cook Island,Piho Rua,717593716,Start,,
45841,Cook Island,Robert Woonton,717897925,Start,,
45842,Cook Island,Ngereteina Puna,719186872,Stub,,
45843,Cook Island,List of Presidents of the House of Ariki,728378933,Stub,,
45844,Cook Island,Tangaroa Tangaroa,737975585,Start,,
45845,Cook Island,Speaker of the Cook Islands Parliament,755442454,Start,,
45846,Cook Island,Maria Heather,757064438,Stub,,
45847,Cook Island,Tetangi Matapo,757064793,Stub,,
45848,Cook Island,Selina Napa,757064845,Stub,,
45849,Cook Island,Dorice Reid,757065079,B,,
45850,Cook Island,Ngai Tupa,757065152,Stub,,
45851,Cook Island,Cassey Eggelton,757540405,Stub,,
45852,Cook Island,Norman George,763769083,Start,,
45853,Cook Island,John Tangi,763769086,Stub,,
45854,Cook Island,Vai Peua,763769088,Stub,,
45855,Cook Island,Teariki Heather,763769233,Start,,
45856,Cook Island,George Angene,763769688,Stub,,
45857,Cook Island,Albert (Peto) Nicholas,763770488,Stub,,
45858,Cook Island,Tupou Faireka,763774025,Stub,,
45859,Cook Island,Mark Brown (Cook Islands),763774066,Stub,,
45860,Cook Island,Nandi Glassie,763774069,Stub,,
45861,Cook Island,Apii Piho,763775030,Stub,,
45862,Cook Island,Winton Pickering,763775034,Stub,,
45863,Cook Island,Albert Nicholas (Cook Islands),763775035,Stub,,
45864,Cook Island,Vincent Ingram,763775867,Start,,
45865,Cook Island,Terepai Maoate Jnr,763775893,Stub,,
45866,Cook Island,Toanui Isamaela,763776103,Stub,,
45867,Cook Island,Tangata Vavia,763776191,Start,,
45868,Cook Island,Taunga Toka,763776193,Stub,,
45869,Cook Island,Teremoana Tapi Taio,763776229,Stub,,
45870,Cook Island,Tepure Tapaitau,763776231,Start,,
45871,Cook Island,Mapu Taia,763776235,Stub,,
45872,Cook Island,Pupuke Robati,763776270,Start,,
45873,Cook Island,Wilkie Rasmussen,763776271,Start,,
45874,Cook Island,Tai Tura,763776737,Stub,,
45875,Cook Island,Tekii Lazaro,763776768,Stub,,
45876,Cook Island,Kura Strickland,763776806,Stub,,
45877,Cook Island,Mii Parima,763776808,Stub,,
45878,Cook Island,Joe Williams (Cook Islands politician),763776856,Start,,
45879,Cook Island,Kiriau Turepu,763776860,Stub,,
45880,Cook Island,Inatio Akaruru,766806728,Start,,
45881,Cook Island,Terepai Maoate,767048874,Start,,
45882,Cook Island,Deputy Prime Minister of the Cook Islands,767048881,Start,,
45883,Cook Island,Atatoa Herman,767994335,Stub,,
45884,Cook Island,Kete Ioane,778717694,Start,,
45885,Cook Island,Tom Davis (Cook Islands politician),778763952,C,,
45886,Cook Island,Niki Rattle,778789714,Stub,,
45887,Cook Island,Frederick Tutu Goodwin,784686871,Start,,
45888,Cook Island,Ngamau Munokoa,784786128,Start,,
45889,Cook Island,Henry Puna,786648340,C,,
45890,Cook Island,Moana Ioane,787050138,Stub,,
45891,Cook Island,Marguerite Story,787227714,Start,,
45892,Cook Island,Apenera Short,788240713,Start,,
45893,Cook Island,Mana Strickland,788499686,Start,,
45894,Cook Island,William (Smiley) Heather,788897273,Start,,
45895,Cook Island,Rose Toki-Brown,788897549,Stub,,
45896,Cook Island,Teina Bishop,788898457,Start,,
45897,Cook Island,Pumati Israela,788899523,Stub,,
45898,Cook Island,Robert Wigmore,794802546,Start,,
45899,Cook Island,Pukeiti Pukeiti,794802590,Stub,,
45900,Cook Island,John Henry (Cook Islands politician),797303432,Stub,,
45901,Cook Island,Geoffrey Henry,797303508,Start,,
45902,Cook Island,Albert Henry (politician),797303536,C,,
45903,Cook Island,Jim Marurai,799769949,C,,
45904,Cook Island,Pa Tepaeru Terito Ariki,805657875,C,,
45905,Cook Island,Tom Marsters,806739780,Start,,
46051,Omani,Hilal Al Sarmi,717915660,Stub,,
46052,Omani,Mohammed Al Rumhi,722258362,Stub,,
46053,Omani,Yahya Al Khusaibi,726862168,Stub,,
46054,Omani,Sayyid Badr bin Hamad bin Hamood AlBusaidi,729426899,Start,,
46055,Omani,Fahd bin Mahmoud al Said,757164616,Stub,,
46056,Omani,Rawya Saud Al Busaidi,760558966,Stub,,
46057,Omani,"Azzan bin Qais, Sultan of Muscat and Oman",767183600,Stub,,
46058,Omani,Taimur bin Feisal,767885927,Start,,
46059,Omani,"Turki bin Said, Sultan of Muscat and Oman",774877670,Stub,,
46060,Omani,Badr bin Saud al Busaidi,783116680,Stub,,
46061,Omani,"Salim bin Thuwaini, Sultan of Muscat and Oman",787929352,Start,,
46062,Omani,Rahila Al Riyami,788828342,Stub,,
46063,Omani,List of rulers of Oman,789761641,B,,
46064,Omani,Malek Bin Sulaiman Al Ma'amari,794599835,Stub,,
46065,Omani,"Said bin Sultan, Sultan of Muscat and Oman",794725141,C,,
46066,Omani,Yusuf bin Alawi bin Abdullah,797805284,Start,,
46067,Omani,Samira bint Mohamed Al-Moosa,797947292,Stub,,
46068,Omani,Moosa AbdulRahman Hassan,799540696,C,,
46069,Omani,Abdullah Al Saidi,801364408,Stub,,
46070,Omani,Said bin Taimur,802317488,C,,
46071,Omani,"Faisal bin Turki, Sultan of Muscat and Oman",803929525,Start,,
46072,Omani,"Thuwaini bin Said, Sultan of Muscat and Oman",806665440,Stub,,
46073,Omani,Qaboos bin Said al Said,806904421,C,,
46074,Omani,Haitham bin Tariq Al Said,807451487,Stub,,
46123,Tokelauan,John Allen (diplomat),720435378,Stub,,
46124,Tokelauan,Neil Walter,732100626,Start,,
46125,Tokelauan,Tim Francis,744394596,Stub,,
46126,Tokelauan,Duncan MacIntyre (New Zealand politician),770994352,C,,
46127,Tokelauan,Russell Marshall,771460602,C,,
46128,Tokelauan,Guy Powles,786375181,C,,
46129,Tokelauan,Salesio Lui,790644183,Stub,,
46130,Tokelauan,Kuresa Nasau,790644216,Stub,,
46131,Tokelauan,Patuki Isaako,790644404,Stub,,
46132,Tokelauan,Kolouei O'Brien,790647368,Stub,,
46133,Tokelauan,Afega Gaualofa,795631781,Stub,,
46134,Tokelauan,Siopili Perez,795633170,Stub,,
46135,Tokelauan,David Payton,799209983,Stub,,
46136,Tokelauan,Head of Government of Tokelau,801375710,Start,,
46137,Tokelauan,Falima Teao,801630990,Stub,,
46138,Tokelauan,Jonathan Kings,806257719,Stub,,
46139,Tokelauan,Administrator of Tokelau,806258588,Start,,
46160,Swaziland,Themba N. Masuku,723121670,Stub,,
46161,Swaziland,Moses Mathendele Dlamini,747579157,Start,,
46162,Swaziland,Constance Simelane,757540600,C,,
46163,Swaziland,Ntfombi of Swaziland,785654533,C,,
46164,Swaziland,Bheki Dlamini,790010530,Stub,,
46165,Swaziland,Bhekimpi Dlamini,790010540,Stub,,
46166,Swaziland,Jameson Mbilini Dlamini,790010556,Stub,,
46167,Swaziland,Lutfo Dlamini,790010558,Stub,,
46168,Swaziland,Mabandla Dlamini,790010563,Stub,,
46169,Swaziland,Makhosini Dlamini,790010573,Stub,,
46170,Swaziland,Mphiwa Dlamini,790010577,Stub,,
46171,Swaziland,Obed Dlamini,790010578,Stub,,
46172,Swaziland,Paul Dlamini,790010579,Stub,,
46173,Swaziland,Themba Dlamini,790010705,Stub,,
46174,Swaziland,Njabulo Mabuza,790010716,Stub,,
46175,Swaziland,Charles Myeza,790010723,Stub,,
46176,Swaziland,Sishayi Nxumalo,790010729,Stub,,
46177,Swaziland,Paul Shabangu,790010732,Stub,,
46178,Swaziland,Trusty Gina,790010783,Stub,,
46179,Swaziland,Marwick Khumalo,790010820,Stub,,
46180,Swaziland,Prince Sozisa Dlamini,790090661,B,,
46181,Swaziland,Andreas Fakudze,790636139,Stub,,
46182,Swaziland,Ndumiso Mamba,793428048,Stub,,
46183,Swaziland,Dzeliwe of Swaziland,796256782,Start,,
46184,Swaziland,Ben Nsibandze,797494822,Stub,,
46185,Swaziland,List of Prime Ministers of Swaziland,797904256,Start,,
46186,Swaziland,Barnabas Sibusiso Dlamini,798454144,Start,,
46187,Swaziland,Sotsha Dlamini,800650407,Stub,,
46188,Swaziland,Labotsibeni Mdluli,802149787,C,,
46189,Swaziland,Tsandzile Dlamini,804656330,Start,,
46190,Swaziland,Maphevu Dlamini,807175486,Stub,,
46191,Dagestani,Karim Mammadbeyov,723563977,Start,,
46192,Dagestani,Aziz Aliyev,785202362,C,,
46193,Dagestani,Mukhu Aliyev,785532389,Start,,
46194,Dagestani,Magomedali Magomedov,789329935,Start,,
46195,Dagestani,Magomedsalam Magomedov,792949749,Start,,
46196,Dagestani,Sagid Murtazaliev,796896055,Start,,
46197,Dagestani,Head of the Republic of Dagestan,803611453,Start,,
46198,Greenlandic,List of Danish High Commissioners in Greenland,728026000,Stub,,
46199,Greenlandic,Gunnar Martens,742150479,Stub,,
46200,Greenlandic,Sara Olsvig,756830216,Stub,,
46201,Greenlandic,Kathrine Chemnitz,757102071,Start,,
46202,Greenlandic,Augusta Salling,757103267,Stub,,
46203,Greenlandic,Agathe Fontain,757539811,Stub,,
46204,Greenlandic,Ane Hansen (politician),757539958,Stub,,
46205,Greenlandic,Asii Chemnitz Narup,763742018,Stub,,
46206,Greenlandic,Aleqa Hammond,770757601,Start,,
46207,Greenlandic,Katrine Larsen Lenner,778461046,Stub,,
46208,Greenlandic,Maliina Abelsen,780537008,Start,,
46209,Greenlandic,Agnethe Davidsen,787423025,Stub,,
46210,Greenlandic,Mimi Karlsen,806560929,Stub,,
46306,Ossetian,Alan Parastaev,743018109,Start,,
46307,Ossetian,Taymuraz Mamsurov,757343822,Start,,
46308,Ossetian,Head of the Republic of North Ossetia-Alania,774555176,Stub,,
46309,Ossetian,Akhsarbek Galazov,782634776,Start,,
46310,Ossetian,Alexander Dzasokhov,789328182,Start,,
46311,Ossetian,Alla Dzhioyeva,796950389,C,,
46312,Ossetian,Vyacheslav Bitarov,804609656,Stub,,
46313,Ossetian,Tamerlan Aguzarov,804609900,Stub,,
46314,Ossetian,Anatoly Bibilov,806832826,Start,,
46352,Palauan,Leilani Reklai,757106724,Stub,,
46353,Palauan,Antonio Bells,762610456,Stub,,
46354,Palauan,Haruo Remeliik,764341685,Stub,,
46355,Palauan,Roman Tmetuchl,765032190,GA,,
46356,Palauan,Vice President of Palau,765102210,Stub,,
46357,Palauan,Surangel Whipps Jr.,767195006,Stub,,
46358,Palauan,Alfonso Oiterong,773405868,Stub,,
46359,Palauan,Johnson Toribiong,777304756,Start,,
